공고명 (title),주관기관 (agency),기관구분 (agencyType),공고유형 (category),접수시작 KST (applyStartAt),접수마감 KST (applyEndAt),접수중 (isActive),지원대상 (applicantTypes),대상지역 (targetRegions),대상업종 (targetIndustries),업력하한 (minBusinessYears),업력상한 (maxBusinessYears),종업원수상한 (maxEmployees),연매출상한 (maxRevenue),지원금하한 (amountMin),지원금상한 (amountMax),요구인증 (requiredCertifications),대표자연령하한 (minAge),대표자연령상한 (maxAge),법인한정 (corporationOnly),반복여부 (recurrence),요약 (summary),지원자격 원문 (applyTargetDetail),제외대상 원문 (excludeTarget),공고원문 URL (sourceUrl),수집출처 (sourceApi),원본 공고번호 (externalId),적재일시 KST (createdAt),갱신일시 KST (updatedAt),내부 식별자 (id),원문 지역 (raw.rawRegion),원문 공고유형 (raw.rawCategory),원문 지원대상 (raw.rawApplyTarget),원문 업력 (raw.rawBusinessYears),원문 대상연령 (raw.targetAge),원문 담당부서 (raw.department),원문 연락처 (raw.contact),원문 우대사항 (raw.preferential),통합공고 여부 (raw.integratedNotice)
2026 대한민국 발명특허대전 출품 신청(~8.26),한국발명진흥회,공공기관(public),수출·해외진출(export),2026-07-08 00:00,2026-08-26 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,20,,,단발(once),"2026 대한민국 발명특허대전 출품 안내 드립니다.
우수 발명품 및 특허 기술을 널리 알리고, 대통령상과 국무총리상을 비롯한 수상의 기회까지 만나볼 수 있는 좋은 기회입니다. 
전시 기간 중 라이브커머스와 IR 피칭, 지식재산을 활용한 다양한 사업화 지원 컨설팅도 준비되어 있습니다. 
예비창업자와 스타트업의 많은  신청 바랍니다!","내국인으로서 특허, 실용신안을 출원 또는 등록한 권리자(1권리자당 발명품 3점 이내)","*국내 발명품전시회 및 유사 대회에 입상한 발명(정부기관 주최에 한함)
*기타 자세한 사항은 상세 공고문을 참고해주시기 바랍니다.",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178921,kstartup,178921,2026-08-20 18:24,2026-08-21 20:53,44f6ecf8-4519-4167-80cb-09e7ac51488f,전국,판로ㆍ해외진출,"일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",발명진흥실,0234592845,,N
2026 U-Global Connect x Fincnatieri 참여기업 모집,(재)울산창조경제혁신센터,공공기관(public),수출·해외진출(export),2026-08-12 00:00,2026-08-26 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),울산창조경제혁신센터에서는 이탈리아 최대 조선·해양 그룹 핀칸티에리(Fincantieri)와 협력하여 국내 스타트업의 글로벌 시장 진출 기회를 지원하기 위해 「2026 U-Global Connect × Fincantieri」 프로그램 참여기업을 다음과 같이 모집하오니 관심 있는 스타트업의 많은 참여 바랍니다.,조선·해양 산업 분야 기술을 보유한 국내 스타트업,"• 「중소기업창업 지원법 시행령」 제4조에 따른 창업 제외 업종을 영위하는 기업 (※ 일반유흥주점업, 무도유흥주점업, 기타 사행시설 관리 및 운영업 등) 
• 국세 또는 지방세를 체납 중인 기업 
• 정부, 지방자치단체 또는 공공기관의 지원사업 참여 제한 등 제재를 받고 있는 기업 
• 신청서 및 제출서류의 내용이 허위이거나 제출 서류를 위·변조한 기업 
• 타인의 기술, 특허 또는 지식재산권을 침해하거나 모방한 사업아이템으로 신청한 기업 
• 금융기관을 통한 계좌 개설이 불가능하거나 금융거래에 중대한 제약이 있는 기업 
• 기타 운영기관이 본 사업의 목적 및 운영 취지에 부적합하다고 판단하는 기업",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178923,kstartup,178923,2026-08-20 18:24,2026-08-21 20:53,c96641c5-cc47-47df-933b-c03a63360051,전국,글로벌,일반기업,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",글로벌전략팀,0522303408,,N
[창업] 경험을 디자인하는 기획자 양성 과정,마포청년창업취업지원센터 나루,공공기관(public),교육·멘토링(education),2026-08-14 00:00,2026-08-26 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,3,,,,,,20,39,,단발(once),"[창업] 경험을 디자인하는 기획자 양성 과정 창업교육을 진행하오니, 많은 관심과 지원 부탁드립니다.",예비 및 초기 청년(만 19세~39세) 창업자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178928,kstartup,178928,2026-08-20 18:24,2026-08-21 20:53,fbed9fb8-b5ca-4980-8ea9-29691977bd9f,전국,창업교육,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만",만 20세 이상 ~ 만 39세 이하,취창업지원,0262611939,,N
2026년 서울시 기후테크 온라인 기획전 실무교육,서울기후테크산업지원센터장,공공기관(public),교육·멘토링(education),2026-08-18 00:00,2026-08-26 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),서울,,,10,,,,,,20,,,단발(once),"안녕하십니까. 국가녹색기술연구소 서울기후테크산업지원센터입니다.
다음과 같이 2026년 서울시 기후테크 온라인 기획전 실무교육에 대해 안내드리오니 참여할 의향이 있으신 분은
첨부한 포스터 내 구글폼(QR)을 제출하여 신청 부탁드리겠습니다.",서울시에 주소지를 둔 기후테크 기업 및 예비창업자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178933,kstartup,178933,2026-08-20 18:24,2026-08-21 20:53,83bc0b66-3838-42bb-9221-c7e5728eb46d,서울,멘토링ㆍ컨설팅ㆍ교육,일반기업,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",서울기후테크산업지원센터,0262610884,,N
창업 초보를 위한 창업 A-Z 교육,하우그로우 원격평생교육원,공공기관(public),교육·멘토링(education),2026-07-28 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"하우그로우 원격평생교육원에서는 8월 창업 교육에 참여할 참여자를 모집 중에 있으니 많은 신청 바랍니다.
참여를 원하시는 분은 첨부드린 링크의 구글폼을 제출하여 신청 부탁드리겠습니다.","(예비)창업자, 기창업자, 교육 수강 희망자","- 국세 또는 지방세 체납으로 규제중인 자
- 공고일 기준 금융기관 등으로부터 채무불이행으로 규제중인 자
- 중소기업 창업지원법 시행령 제4조*의 창업 제외 업종 해당자
* 일반유흥주점업, 무도유흥주점업, 기타 사행시설 관리 및 운영업 등에 준하는 업종",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178710,kstartup,178710,2026-08-20 18:24,2026-08-21 20:53,3f877ce3-d027-4e51-8cb8-606e7847d1b4,전국,멘토링ㆍ컨설팅ㆍ교육,"일반인,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",원격평생교육원,0269521291,,N
2026년 「차세대 반도체 패키징 산업전 시스템반도체 OSAT 전문교육(세미나)」 개최,한국나노기술원,공공기관(public),경진대회·행사(contest),2026-07-30 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"2026년  「차세대 반도체 패키징 산업전 시스템반도체 OSAT 전문교육(세미나)」를 개최하오니 많은 관심과 신청 바랍니다.

※ 신청방법 : 
① 포스터 내 QR 코드 스캔
② 포스터 내 링크주소 접속",교육(세미나) 참여 희망자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178736,kstartup,178736,2026-08-20 18:24,2026-08-21 20:53,498ec554-392d-4d31-a50b-20f87ce7e5a6,전국,행사ㆍ네트워크,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",대외협력처,0315466530,,N
2026년 블록체인 기업성장허브 입주기업 모집,한국인터넷진흥원,공공기관(public),입주공간(space),2026-07-30 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),블록체인 기업성장허브에 입주할 역량 있는 블록체인 기업을 모집합니다,업력 10년 이내 블록체인 중소기업 또는 예비벤처확인서 보유자,공고문 참고,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178780,kstartup,178780,2026-08-20 18:24,2026-08-21 20:53,bed28ba7-2d95-4924-88d7-bd88eaa6bf71,전국,시설ㆍ공간ㆍ보육,"일반기업,1인 창조기업","예비창업자,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",블록체인AI확산팀,0618203943,,N
인뎁스 네트워킹(In-depth Networking) 2회차 모집 공고,경기창조경제혁신센터,공공기관(public),교육·멘토링(education),2026-08-07 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경기,,,10,,,,,,20,,,단발(once),기술·시장·경영 전반의 핵심 현안 진단 및 1:1 맞춤형 솔루션을 제공하는 본 컨설팅에 참여를 희망하는 예비창업자 및 유망 혁신기업은 안내사항에 따라 신청하시기 바랍니다.,"기술 사업화, 투자유치 등 관련 전문분야에 컨설팅이 필요한 예비창업자 및 유망 혁신기업",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178827,kstartup,178827,2026-08-20 18:24,2026-08-21 20:53,65eccbd6-0cc0-424e-a144-82e4c18b37b3,경기,멘토링ㆍ컨설팅ㆍ교육,"일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",경기북부브릿지팀,0317809057,,N
2026년  강동 K-ISS멘토링센터 3차 교육 및 튜토링 과정 '﻿AI 디지털 마케팅 이해와 스킬업',주식회사 이노시아,민간(private),교육·멘토링(education),2026-08-10 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,7,,,,,,,,,단발(once),"AI 시대, 창업자의 마케팅 전략도 달라져야 합니다.
AI 도구를 활용한 콘텐츠 제작부터 랜딩 페이지와 전환율 최적화,유튜브.숏폼, 이메일 마케팅 자동화, 소셜 미디어 타깃 광고까지 AI 활용 능력이 마케팅 성과를 결정합니다. 
본 과정에서 창업자는 직접 고객을 찾고 검증하고 전환시키는 AI 마케팅의 전체 흐름을 이해할 수 있습니다.
고객을 찾는 것부터 마케팅과 판매를 고민하는 창업자라면 제품-> 고객-> 마케팅-> 전환-> 데이터-> 성장의 전체 흐름을 따라가 보세요.",창업자 예비창업자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178851,kstartup,178851,2026-08-20 18:24,2026-08-21 20:53,3f66b8c6-d172-4a12-b2df-7c7e6e1b18b0,전국,멘토링ㆍ컨설팅ㆍ교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",운영팀,0260720522,,N
모두의 창업 프로젝트 2기 AI 솔루션 공급기업 모집공고,창업진흥원장,공공기관(public),사업화자금(funding),2026-08-13 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"중소벤처기업부는 국민의 아이디어에 국가가 투자하는 창업 오디션, 「모두의 창업」프로젝트의 일환으로 창업자의 창업 모델과 기술 고도화를 지원하기 위해 범용 AI 솔루션을 보유한 벤처·스타트업을 다음과 같이 모집합니다.",범용 AI 솔루션(SaaS) 보유 스타트업(10년 이내)·벤처기업 (세부사항은 공고문 참조),"① 금융기관 등으로부터 채무불이행으로 규제 중인 자(기업)

② 국세 또는 지방세 체납 중인 자(기업)

③ 창업진흥원으로부터 발생한 환수금등의 반환이 종결되지 않은 자(기업)

④ 「중소기업창업 지원법 시행령」 제4조(창업에서 제외되는 업종)의 업종을 영위하고 있거나 영위하고자 하는 자(기업) ([붙임 3] 지원 제외 대상 업종 참조)

⑤ 중소벤처기업부 창업지원사업에 참여 제한으로 제재 중인 자

⑥ 신청일 기준 동 사업에 신청하는 사업자가 휴‧폐업 중인 자(기업)

⑦ 「근로기준법」에 따라 고용노동부가 공개하는 체불사업주 명단에 포함된 자(기업)

⑧ 「보조금 관리에 관한 법률」 제31조의2(보조사업 수행 배제 등)에 따라 수행대상에서 배제된 자(기업)

⑨  기타 중소벤처기업부 장관이 참여를 제한할 정당한 사유가 있다고 인정하는 자(기업)

⑩  현재 서비스를 개발 중이거나, 상용화된 AI 솔루션을 보유하지 못한 자(기업)

⑪ 자체 개발된 AI 솔루션이 아닌 단순 연동으로 구축된 AI 솔루션을 제공하는 자(기업)

⑫ AI 보안 서약서 등 관련 제출을 하지 않는 자(기업)

⑬ 모두의 창업에 소속된 멘토, 멘토기관의 소속 임직원 등 이해관계로 판단되는",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178856,kstartup,178856,2026-08-20 18:24,2026-08-21 20:53,ab0f763b-280f-45ae-b1ae-277c39549f8d,전국,사업화,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",10년미만,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업확산실,0444101785,,N
2026년 제4차 국립공주대학교 창업보육센터 입주기업 모집 공고,국립공주대학교 산학협력단,공공기관(public),입주공간(space),2026-08-13 00:00,2026-08-27 23:59,Y,예비창업자(preliminary),충남,,,7,,,,,,,,,단발(once),"국립공주대학교 산학협력단(창업보육센터)에서는 기술집약형 중소기업의 창업 촉진을 위하여 우수한 기술력을 바탕으로 도전적이고 창의적인 입주기업을 모집하오니, 입주를 희망하시는 분들의 많은 지원 바랍니다.","[ 예비창업자]
￭ 잠재력 높은 기술의 개발 단계에 있는 창업 준비자
￭ 기술적 아이디어를 바탕으로 구체적 사업화 목적이 있는 자
￭ 입주 후 3개월 이내 창업(사업자등록)이 가능한 자

[기창업자]
￭ 기술집약형 업종의 창업 기업으로 공고일 기준 업력 7년 이내의 기업
￭ 입주 확정 시 3개월 이내 본점 소재지 이전이 가능한 기업
※ 기업부설연구소 입주 가능(자격요건 관련 상세 내용 확인 필수)

[공통]
- 대학과의 산학협력을 통한 성장 가능성이 높은 예비창업자 또는 기업
- 창업보육센터 입주 확정 기업은 주사업장(본점)이 입주하여야 함
- 산학협력 공동연구 사업을 위한 기업부설연구소 입주 가능
※ 단, 연구소 입주 시 본사가 정부나 지자체에서 지원하는 공간에 입주하지 않아야 함
- 우대사항: 국립공주대학교 학생·교원창업자 / 지역주력산업 및 전･후방산업 분야* 등
* 충남 주력산업: (주축산업) 디스플레이부품장비, 탄소저감자동차부품, 고기능성그린바이오
(미래신산업) 수소연료전지 및 발전, 반도체첨단패키징","- 기업부설연구소 입주시 본사가 정부나 지자체 지원 공간에 입주한 경우
- 금융기관으로부터 채무불이행 및 국세·지방세 체납으로 규제 중인 자 또는 기업
- 폐수, 소음, 진동 등 공해 다발업종 영위 자
- 기타 운영위원회에서 부적당하다고 인정하는 자",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178897,kstartup,178897,2026-08-20 18:24,2026-08-21 20:53,b1c31b8b-5b4d-4b24-aeb4-86906a0a8b20,충남,시설ㆍ공간ㆍ보육,"대학생,일반인","예비창업자,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업보육센터,0415219108,,Y
(인도) 2026_GLOBAL BUSINESS ROAD TO 인도 시장진출지원 프로그램 참여기업 모집(~8/27),벤처기업협회,민간(private),수출·해외진출(export),2026-08-13 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),벤처기업협회는 국내 벤처기업의 인도 시장 진출과 현지 판로개척을 지원하기 위해 「2026 INKE 인도 시장진출 지원 프로그램」 참가기업을 모집하오니 많은 관심과 신청 바랍니다.,"인도 시장 진출을 희망하는 벤처기업협회 정회원사 중 다음 요건을 충족하는 국내 벤처기업

인도 현지 수요와 연계 가능한 제품·서비스를 보유한 기업
영문 회사소개서 및 제품소개서 제출이 가능한 기업
현지 상담을 위한 제품 샘플 등 사전 준비가 가능한 기업
모집 분야: 일반 소비재, 화학제품, 산업기계, 자동차부품, ICT, 전기·전자, 기계·금속, 자동화·로봇 등

※ 지원규모: 5개사 내외","벤처기업협회 정회원사 요건을 충족하지 않는 기업
신청서 및 필수 제출서류를 허위로 작성하거나 누락한 기업
영문 회사·제품소개서 등 현지 바이어 매칭에 필요한 자료를 제출하기 어려운 기업
현지 프로그램 일정에 정상적으로 참여하기 어려운 기업
기타 사업 목적 및 모집 요건에 부합하지 않는 기업",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178906,kstartup,178906,2026-08-20 18:24,2026-08-21 20:53,30c025e5-b902-4640-9d05-cdc8c8c6a607,전국,글로벌,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",글로벌지원팀,0263317081,,N
웹서밋(Web Summit 2026) 참여기업 모집,서울경제진흥원,공공기관(public),수출·해외진출(export),2026-08-13 00:00,2026-08-27 23:59,Y,개인사업자(individual) | 법인(corporate),서울,,,5,,,,,,,,,단발(once),웹서밋(Web Summit 2026) 참여기업 모집을 다음과 같이 공고하오니 서울 소재 유망 기업의 많은 관심과 신청 부탁드립니다.,"* 모집분야: AI/머신러닝, B2B SaaS, 핀테크, 헬스케어 등
① 본사가 서울에 소재하거나, 법인등기부등본에 서울 지점이 등록된 기업 ※ 단, 종된사업장만 서울에 소재한 경우 제외함
② 웹서밋 참가일(ʼ26.11.9.) 기준 설립 6년 미만의 기업
③ 자체적인 소프트웨어 제품이나 솔루션을 보유하고 있거나, 연결형 하드웨어 기기를 개발 중인 기업
④ 자회사가 아닌 독립 기업
⑤ 활성화된 공식 웹사이트를 보유하고 있으며, .eps 형식의 로고 파일 제출이 가능한 기업
⑥ 영어로 원활한 업무 소통이 가능한 담당자가 1인 이상 참여할 수 있는 기업
⑦ 11. 9.(월) ~ 12.(목) 기간 중 현지 프로그램에 1인 이상 참여가 가능한 기업","① 금융기관 등으로부터 채무불이행으로 규제 중인 자(기업)
② 국세 또는 지방세 체납으로 규제 중인 자(기업)
③ 중소기업창업 지원법 시행령 제4조(창업에서 제외되는 업종)의 업종을 영위하고자 하는 자(기업)
④ 공고 마감일 기준 휴업 중인 기업
⑤ 2026 웹서밋 전시 참가 등록을 완료한 기업
⑥ 상장 기업 또는 근로자 수 150인 이상의 기업
⑦ 컨설팅 업체, 마케팅 및 광고 대행사",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178916,kstartup,178916,2026-08-20 18:24,2026-08-21 20:53,c5ae8abe-31af-427e-b0a3-27d386b975b4,서울,글로벌,일반기업,5년미만,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",스케일업1팀,0221152018,,N
로컬 브랜드 창업자 육성과정 교육 및 플리마켓 참가자 모집,주식회사 초블레스,민간(private),교육·멘토링(education),2026-08-14 00:00,2026-08-27 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경북,,,10,,,,,,,,,단발(once),"영덕 로컬브랜드 창출사업, 로컬 브랜드 창업자 육성과정 사전교육(7회)·플리마켓(12회) 참가자를 모집합니다. 개발비·IR자료 제작비를 지원하며, 신청마감은 8월 27일입니다.","영덕군 내 상인·창업가, 교육 종료 전까지 영덕군으로 사업장 이전이 가능한 사업자, 사업자등록이 가능한 예비창업자이며, F&B·푸드트럭 참여 희망자도 신청 가능합니다.",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178925,kstartup,178925,2026-08-20 18:24,2026-08-21 20:53,2a1ff651-be23-495f-a8a9-38841e8b36a7,경북,창업교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",커뮤니케이션&대외협력,07079546477,,N
2026년 벤처나라제품 발굴 및 추천 지원 공고,국가물산업클러스터,공공기관(public),수출·해외진출(export),2026-06-24 00:00,2026-08-28 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),한국환경공단은 기술력이 우수한 물산업분야 벤처·창업기업의 공공 조달시장 진입 촉진 및 공공구매판로를 확대하기 위하여 조달청에서 운영하는 '벤처나라'의 상품지정 및 등록 지원을 위한 '벤처나라제품' 추천 지원계획을 공고하오니 희망하는 기업의 많은 참여 부탁드립니다.,물산업분야 벤처 또는 창업기업이 직접 생산하거나 국내 제조기업과 주문자상표부착생산(OEM) 방식으로 생산하는 물품 또는 서비스,"벤처나라 등록 물품·서비스 지정관리 규정 제 6조에 의한 신청제외대상은 지정신청 불가

1. 휴·폐업, 부도, 파산 또는 부정당업자 제재 중인 업체
2. 중소기업기본법 제2조 제1항에 따른 중소기업에 해당하지 않거나 중소기업 제품 구매촉진 및 판로지원에 관한 법률 제8조의2 제1항에 해당하는 업체
3. 단가계약 또는 카탈로그계약을 체결하여 나라장터 종합쇼핑몰 또는 디지털서비스몰에 등록한 물품 및 서비스와 동일한 물품식별번호 상품
4. 음·식료품류, 동·식물류, 농·수산물류, 무기·총포·화약류와 그 구성품, 유류 및 의약품(농약), 소비재 완성품이 아닌 반제품 등 제6조에 명시한 사유
5. 지정취소 후 6개월 이내에 벤처나라제품으로 재신청된 경우",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178284,kstartup,178284,2026-08-20 18:24,2026-08-21 20:53,e483f6ba-e848-42d1-8118-492dc06ce234,전국,판로ㆍ해외진출,일반기업,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",인재창업육성부,0536016145,,N
2026년 투자유치를 위한 역량강화지원 참여기업 모집공고,달구벌여성인력개발센터,민간(private),교육·멘토링(education),2026-07-10 00:00,2026-08-28 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),대구,,,10,,,,,,,,,단발(once),"달구벌여성인력개발센터에서는 대구지역 내 여성기업을 대상으로 실질적인 투자유치 기회를 제공함으로써 투자유치 성공률 제고 및 자금애로 해소지원을 위한 참여기업을 아래와 같이 모집하오니, 지역 내 여성창업자들의 많은 관심과 참여 부탁드립니다.",지역 내 법인창업 여성기업(업력무관),,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178526,kstartup,178526,2026-08-20 18:24,2026-08-21 20:53,3d067f25-c851-4700-8db3-cd1ec62efacd,대구,멘토링ㆍ컨설팅ㆍ교육,"대학생,일반인,일반기업,1인 창조기업","1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업지원팀,0532851331,,N
2026 하반기 MARU 배치 스타트업 모집,재단법인 아산나눔재단,민간(private),입주공간(space),2026-08-04 00:00,2026-08-28 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),아산나눔재단 기업가정신 플랫폼 MARU의 2026년 하반기 MARU 배치 스타트업 모집을 아래와 같이 공고합니다.,"마루 공간, 성장 프로그램, 커뮤니티를 적극적으로 활용하여 성장할 수 있는 국내 스타트업 (최대 12인실 제공)
대표 포함 핵심인력(C레벨)이 마루에 상주하며 실제 출근해야 함
해외법인의 경우 국내 자회사가 있고, 국내에서 실질적 운영이 이루어져야 함
마루를 주 사무공간으로 사용해야 함 (타 사무실과 병행 사용 시 사전 협의 필요)",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178676,kstartup,178676,2026-08-20 18:24,2026-08-21 20:53,954125e5-b797-4c4e-b6b1-b90958478513,전국,시설ㆍ공간ㆍ보육,"일반인,일반기업","1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",스타트업팀,0234531367,,N
2026년 2차 28청춘창업소 신규 입주기업 모집,고양산업진흥원,공공기관(public),입주공간(space),2026-07-27 00:00,2026-08-28 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,3,,,,,,20,39,,단발(once),28청춘창업소는 고양특례시 대표 청년창업공간입니다. 고양산업진흥원이 운영하는 고양시 대표 청년 창업공간인 28청춘창업소에서「2026년 2차 28청춘창업소 신규 입주기업」신청자를 아래와 같이 모집하오니 관심 있는 고양시 청년 창업가들의 많은 참여 바랍니다.,"- 공고일 기준 대표자 기준 39세 이하(1986.7.27.이후 출생)인 (예비)창업자
※ 공동 대표일 경우 신청서 내 기재된 대표자 모두 신청 대상에 해당해야 함
- 기창업자의 경우, 사업자등록일이 공고일로부터 3년 이내(2023. 7. 27. 이후)이며, 입주일로부터 2개월 이내 본사 사업장 소재지를 28청춘창업소로 이전 가능한 자
- 예비창업자의 경우, 입주일로부터 3개월 이내에 28청춘창업소(고양시 덕양구 화중로104번길 33) 내 사업자등록이 가능한 자
※ 본 건물은 가설건축물로 인허가 업종은 사업자등록이 제한될 수 있음","- 중소기업창업 지원법 시행령(4조)에 따른 제외 업종
- 국세 또는 지방세 미납 중인 자
- 심사위원회에서 부적당하다고 인정하는 자
- 공고일 기준, 고양시 창업 지원 유관기관 및 관내 대학 창업시설* 입주기업
* 동국대 BMC창업보육센터, 항공대 창업보육센터 등 고양시 창업지원협의체 참여기관",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178686,kstartup,178686,2026-08-20 18:24,2026-08-21 20:53,a3fa087b-a1e5-4a99-aa6a-d80898066df9,전국,시설ㆍ공간ㆍ보육,"대학생,일반인,일반기업","예비창업자,1년미만,2년미만,3년미만",만 20세 이상 ~ 만 39세 이하,넥스트창업팀,0319687062,,Y
